NCBI Gene ID	Human NCBI Gene ID	PValue	logFC
562702	54413	0.641413052	0.100809878
562710	6656	0.793804077	-0.085348868
562728	114783	0.071061312	0.233852602
562741	23271	0.7946449	0.0839723
562752	64770	0.324863018	0.418186842
562764	22954	0.142103468	-0.309170793
562774	5033	0.004170796	-0.884692335
562784	54587	0.000190627	0.601940458
562797	80745	0.994815219	0.002880264
562804	22836	0.017179924	-0.459312621
562816		0.716557049	0.139367588
562826	6560	0.519477898	-0.095090831
562839	5886	0.65219192	0.138754757
562854	51056	0.309202278	-0.185858286
562868	80821	0.795157358	0.06159565
562893	121551	0.490201568	-0.113741726
562912		0.905425377	0.023928148
562925	23250	0.026051529	0.549140217
562934	90952	0.472732098	0.378506805
562945		0.00297637	0.86093704
562960		0.936298029	0.147879736
562992		0.950739247	-0.013565955
563001	57674	0.970177262	0.042097541
563016		0.79777046	0.157065695
563023	2317	0.024729566	0.81857556
563038	11320	0.059797448	0.243925693
563056	3059	0.526980867	0.124972932
563073	64855	0.24118342	0.157105003
563084	831	0.002163383	-0.265612175
563089	66000	0.699541194	-0.051434506
563095		0.909850368	0.085297585
563105	5334	0.195250021	0.202264576
563122	153562	0.406859313	0.181820163
563140		0.084955895	0.471629987
563151	63978	0.802029783	-0.09455514
563174		0.068431227	0.207213935
563181	5605	0.162469868	-0.187949062
563195	23223	0.000958666	-0.33943067
563201	5298	0.070108121	-0.34510776
563212	10036	0.08140186	-0.387361643
563225	8225	0.160491873	-0.41829422
563241		0.821786717	-0.179425414
563252	863	0.005994084	1.094585864
563259	149069	0.615807185	-0.13386063
563265	100131187	3.39e-07	0.957396012
563273	255743	0.240743757	0.318865626
563283	51177	0.035525352	-0.498562216
563292		0.113985813	0.551908582
563306	3516	0.003623455	0.807960473
563327	54882	0.000457531	-0.483062993
563343	58497	0.487825571	0.467390076
563348		0.023240828	0.389651561
563358	152217	0.189124858	0.486531308
563377	22895	7.64e-06	1.241100872
563392		0.003937635	-0.896881058
563398		0.616475072	0.201189507
563411	253714	0.101451206	-0.281029503
563421	154796	0.472682277	-0.193658792
563432		0.168538611	-0.162712325
563446	64132	0.000635676	1.143552855
563454	57020	0.003459967	-0.352939426
563463	57326	0.076539991	0.226927045
563472		1.0	-0.350634302
563478	728621	0.710000592	-0.05827097
563498	59084	0.530334278	0.21082484
563511	8724	0.716871417	0.073583884
563525	201229	0.062601398	0.619591675
563540	7780	6.24e-06	1.675802262
563556	3693	0.28237658	-0.183257951
563570	9951	0.103550118	0.676619987
563580	2030	0.345865608	0.156156333
563589	1120	0.167369643	-0.295544683
563599	10827	0.143405663	-0.237265631
563613	8893	0.773122573	-0.065237739
563633	64750	0.138283601	-0.168477147
563649		0.704410696	0.170603414
563659		0.789012467	-0.085442032
563669	10274	0.60408071	-0.055802021
563678	57524	0.01380574	0.783896951
563710		0.035443618	0.816838872
563720	200014	0.356486257	-0.319352571
563730	23072	0.047967467	0.296089626
563742	23185	0.427718335	0.110451655
563752		0.16230844	0.152251227
563768	463	0.318344763	-0.141002734
563777	23392	0.093229017	-1.0270879
563788		0.000780691	-0.380777442
563797		0.30584683	0.585868189
563802	3757	0.508416008	0.209169392
563814	199953	0.003500546	0.397227672
563828		0.446442259	-0.512583415
563843	79933	0.988913441	0.003777642
563854		0.177103034	0.397074893
563874		0.295287627	-0.215071514
563883		0.746221454	-0.380704765
563892		0.986921697	-0.01412709
563901	57620	5.79e-05	1.107890574
563917		0.100415453	-0.205642705
563932	23120	0.024141675	0.809265269
563942	8850	5.92e-05	1.560066222
563950		0.898012148	0.108613493
563956		0.419869513	0.251176714
563976	147179	0.129854241	0.192712338
563991	58516	0.007428815	-0.587518639
564005		0.004012695	0.42251204
564015	149111	0.883983488	-0.044747299
564023		0.214431733	0.299844562
564033		0.80293743	0.17046949
564052	158038	0.292971974	-0.224961997
564062	84243	0.014170002	0.329575455
564072	58476	0.59506825	0.142112943
564081	1741	0.101356832	0.645483595
564088	30849	0.927687422	-0.018401228
564099		0.35264367	-0.186811749
564106		0.56406185	-0.113043749
564112	9863	0.005418488	0.671070994
564134	10777	1.99e-08	1.202950802
564152	6011	0.521003689	-0.657744224
564159	27063	0.384508556	0.236091263
564172	169200	0.268460231	0.687288955
564200	255374	0.020825865	0.606155747
564211	201176	0.159505297	-0.300648136
564226		0.756745718	-0.123515227
564237		0.636176451	0.31157974
564253	57513	0.511820393	0.298425841
564276	343099	0.176581514	0.253628846
564291	81928	0.094684243	0.438626527
564308	54757	0.80632049	0.085409737
564324	11007	0.748805411	0.067922273
564344		0.93292215	0.013159138
564359	5075	0.926747447	-0.049345794
564372	5007	0.01493821	0.277407238
564382	22868	0.470946158	-0.149207322
564392	27293	0.849632726	-0.07558162
564404		0.546618388	0.212438054
564424	6646	0.087474812	0.506571306
564460	23613	0.679306192	0.076546905
564465	5136	0.498056913	0.221986117
564476		0.145212054	-0.299647757
564488	29080	4.41e-06	-1.488722297
564498	55827	0.018972174	-0.257562103
564517	9846	0.782240201	-0.055933762
564521	4288	0.630405101	0.04261027
564531		0.505374575	0.309938611
564537	56961	0.005609229	-0.489738975
564549		0.254541163	-0.684672686
564555	92154	0.001721509	1.433858104
564564		0.461458905	-0.148272632
564575	6419	0.04898903	-0.853066189
564592	64324	0.746244295	0.134514059
564609		0.094820075	1.183237819
564616	65987	0.308567529	0.771142363
564642	80789	0.990421321	0.00288316
564652	6604	0.105582458	0.322691529
564665	9244	0.457535781	0.251606066
564674		0.090201938	-0.775844819
564690		0.006464791	-0.63513727
564699	10716	0.775984268	0.095306973
564707	9969	0.014735295	-0.233601738
564717		0.613489711	0.209045282
564731		0.1658684	0.454702564
564738	387597	0.714402242	0.077870168
564746	2744	0.099015908	0.234302708
564761	3697	0.682044476	-0.335313867
564772	5978	0.186392022	-0.350619105
564789		0.457173287	0.204787425
564805	9411	0.209387263	0.14802272
564819	125336	0.369978316	0.572155612
564825		2.61e-06	2.481396796
564838	26472	0.753514542	-0.08125446
564849		0.449655158	-0.772890414
564855		0.709862465	-0.199369872
564868	8435	8.65e-10	-1.551461343
564875	147699	0.723112608	-0.121303
564909	51440	0.722181319	-0.073395684
564922	54549	0.85192501	-0.050295458
564932		0.60394019	-0.161338642
564951	6095	0.262175178	0.196846622
564961	30836	0.002983832	-0.484957824
564976	8798	0.650043861	-0.114615636
564984		0.778087443	-0.325226711
564991	55294	0.939052437	-0.025911377
565000	51010	0.346214775	0.692933689
565015		0.586791177	-0.100829187
565029	8711	0.025561348	-0.3630478
565039		0.107859021	1.553811573
565056	1628	0.001233946	-1.038113294
565062		0.013877797	0.406461831
565077	152485	0.300582664	0.154911277
565091		0.259939348	0.66074323
565101		0.646386545	0.155598314
565108	1953	0.705094494	-0.156918161
565117		1.0	0.27481148
565124		0.573740737	-0.47946392
565136		0.284272635	0.273374739
565155	3320	0.000787674	-0.987801781
565172	55700	0.557234767	-0.128281111
565181	7145	0.102456817	0.207329866
565194	55576	0.782792392	0.069613
565200	6773	0.200470803	0.834804077
565210	55640	0.850783662	-0.095767454
565225	221184	0.371551362	-0.23727709
565233	5814	0.915311255	-0.020427751
565243	79739	0.140603821	0.214360723
565256	2913	0.273039674	0.801396852
565268	9826	0.936290571	0.029594767
565274		0.877307078	0.111099931
565294	91752	0.7147966	0.166542792
565312		0.225384553	0.474059457
565319	57491	0.600491015	0.325922159
565333		0.008427691	0.914984684
565342	8728	0.632827764	0.10778878
565366	55193	0.000611233	-0.529599271
565373	375790	0.011296254	-0.369849699
565383	23624	0.679081429	-0.10197817
565399	23065	0.040700073	-0.345200221
565405		0.044582932	0.338704674
565422		0.747543894	0.11981945
565431	2801	0.135462086	0.183523671
565440	9521	0.013290414	0.416728237
565450	2916	0.937890936	0.063745285
565460	114784	0.007026443	0.910035415
565475		0.823113585	-0.218902017
565484	4298	0.89387712	0.019910714
565498	27338	0.023367548	0.425329955
565508	4017	0.727250063	0.068260552
565516		0.160725349	0.440130798
565530		0.351424063	0.334109682
565544	51317	0.835362963	-0.02975507
565563	3800	0.822980438	-0.050670887
565583		0.755558906	-0.155108162
565592	23047	0.036842905	-0.22425308
565603	340146	0.264039018	0.403535512
565615	54453	0.533470226	0.153877851
565630		0.714402242	0.061098195
565641		0.652285674	-0.657865351
565650		0.948652848	0.119427489
565659	23644	0.909347097	-0.02394082
565670	51341	0.540659361	0.426337715
565677	7484	0.634244263	0.14766871
565697	5310	0.130140317	0.333620134
565707		0.46535194	0.160819998
565716	57673	0.058952393	-0.273566267
565736	219333	0.306428797	-0.338144352
565755		0.819797652	-0.29212543
565773	138639	0.606692872	-0.122487284
565782	84504	0.08154093	0.400237514
565793	4320	0.188394512	-0.275574766
565797	4035	0.888201337	-0.028914133
565809	23371	0.000412933	0.637675255
565816	285315	0.56543079	0.224932493
565825		0.25770366	-0.500928492
565838	154	0.747543894	-0.257312703
565844	23221	0.780901978	-0.143541851
565854	390874	0.383131334	0.176609523
565865	83714	0.21898825	0.491186087
565875	8856	0.550491085	0.168312588
565889	728294	0.473403816	-0.14925318
565913	124602	0.056080125	0.306274054
565918	286077	0.003482887	-0.388269139
565937	55173	0.39927	0.268396731
565958	1236	1.0	1.015198061
565969	8556	0.631056789	-0.109502558
565975	3248	0.233890395	0.226209463
565988	64857	0.473403816	0.117009023
566003	8476	0.00059297	0.695258043
566015	729993	0.019003081	1.371495896
566020		0.711881017	0.409969546
566032	28227	0.210737378	-0.201139077
566040		0.031279405	-0.418937671
566053	150275	0.5358841	-0.152278526
566065	11264	0.775753046	0.1158908
566074		0.855465083	0.057564001
566080	4629	0.82521769	0.290388216
566099		0.417315452	0.343150866
566117	577	0.328404627	-0.184058612
566129		0.938380688	0.046153003
566140	115908	0.577374407	-0.406005505
566151	283431	0.892340637	0.025119461
566165		0.439428364	-0.448821516
566175		0.102346947	0.27939066
566192	56884	0.204958368	-0.217117755
566205	81609	0.513875591	0.225406434
566220	8506	0.843908359	0.096663469
566228		0.058792662	-1.014367459
566247		0.546087118	0.220445529
566269	65986	0.293796392	0.62254376
566275	143872	0.756744571	-0.054252613
566287	23187	0.084666928	0.237781007
566307	121053	0.326119145	0.304210352
566323	5860	0.09514562	0.435043228
566329		0.264572272	0.262378109
566347	718	0.982025793	0.008482293
566352	196528	0.002864559	-0.338949502
566367	215	0.00799443	1.579637141
566376		0.572154423	-0.125397944
566398		0.175273563	0.625727973
566411	116444	0.84481221	-0.067479535
566430	5592	0.047984286	0.979470808
566443		0.805323298	-0.045814315
566454	10736	0.138489275	0.669339105
566469		0.524886401	0.109061729
566474	221322	0.961186206	0.012421907
566485	55259	0.78595858	-0.165225089
566493	51099	0.079831334	1.008881134
566513	9278	0.991001829	0.002261407
566517	175	0.83361902	-0.077975243
566527	1603	0.031052481	0.541405158
566534	23133	0.567328154	-0.065381337
566546		7.42e-06	1.456906457
566553	9400	0.22650097	-0.263874261
566563	259230	0.571629299	-0.078518576
566581		0.07411568	-0.247455873
566593		0.018458521	-0.767277152
566604	836	0.97440584	0.012500663
566612	768	0.933022	-0.032469657
566639		0.824923925	0.047290546
566645	339768	0.588047436	0.2459793
566657	54885	0.918957365	0.016807172
566663		0.076127363	-0.813418059
566674		0.000845323	1.319875259
566685	57561	0.896050154	0.029300778
566696	23090	0.585463572	0.135081944
566703	55893	0.004281705	-0.505203635
566719	79785	0.626867881	0.621414243
566728	167826	0.009692393	0.504151915
566742	8799	0.638354636	-0.12554995
566751	100885848	0.948644467	-0.030692477
566758	675	0.012845836	0.427185738
566768	54617	0.461665917	0.095264739
566780	113828	0.116475369	0.702438512
566797	79720	0.796953213	-0.074567409
566817		0.719962787	0.170275952
566824	9094	0.403233455	-0.368093248
566831	5885	0.323788952	-0.20553256
566840	57710	0.022286782	-0.766349962
566846		0.903119247	-0.036311549
566851	23670	0.02771248	0.261264755
566863	23305	0.003927325	-0.320993207
566871		0.103702891	0.464182451
566880	399687	0.291407135	-0.148895995
566887		0.979944677	0.013272626
566903	29933	0.864964015	-0.09281656
566919		0.475339296	-0.224551364
566927		1.0	-1.167410825
566945	4323	0.284414085	0.165363643
566957		0.904984997	0.080904117
566980	55617	0.000176966	0.654069923
566998		0.300880528	0.66895803
567017	11081	0.299647666	-0.197796938
567022	26009	0.070064975	-0.26854478
567027	55796	0.009247179	0.318018919
567037	51078	0.652275566	0.125685316
567045	55614	0.214585627	0.404794276
567051	5139	0.327353483	0.135308515
567061	83715	0.000565179	0.877775488
567084		0.255530174	-1.192609901
567100	55857	0.998116437	-0.000441263
567111	1387	0.02492873	-0.429121271
567123	55742	0.506575555	-0.147263632
567145	4185	0.428123901	0.201476552
567154	55553	0.590727421	-0.185172201
567168	10735	0.239345287	0.100229276
567180	27237	0.761775594	0.116473492
567192	966	0.014237598	-1.297649893
567204	240	0.134772283	0.673765663
567222	127829	0.260260456	0.142494597
567234	4033	0.388815789	-0.321939204
567241	3953	0.427004641	0.343892
567248	55751	0.180976562	0.545440278
567267	169522	0.351460009	-0.449901843
567286	79153	0.905193417	-0.115671789
567293	645191	0.25416614	0.251808863
567304	117532	0.073565649	-0.78795381
567320	387103	0.493849949	0.20018866
567335	9794	0.09775726	0.195710381
567344	220136	0.501871682	-0.441538934
567359	64946	0.91084592	-0.045749398
567370	55236	0.879974547	0.155892154
567383	9401	0.032651877	-0.505056351
567402	4645	0.001201402	-0.410816805
567411		0.892311579	0.047440004
567416		0.416911314	0.55233834
567424	55181	0.507518916	-0.133924925
567442		0.24118342	-0.98148164
567451		0.720314057	0.081574063
567461	23350	0.465345017	-0.100442294
567478	1180	0.214044447	0.299789907
567494		0.000267436	1.416615872
567501	57466	0.000565021	-0.489172722
567512	340348	0.884250601	0.154872538
567533	8658	0.04688957	-0.805734854
567540	338761	0.353640656	0.477861478
567548	6610	0.080466521	-0.386023653
567565	51531	0.662356584	-0.170153936
567583		0.94616411	-0.025244882
567599	10156	0.487097275	0.207360433
567608	4900	0.841552437	0.107871235
567619		0.076084046	-0.234071445
567623		0.432342821	-0.394586332
567632	7802	0.621121257	0.366183034
567640		0.473403816	-0.202458869
567653		0.198301447	1.470202344
567670		0.855637626	0.034852248
567680	60673	0.73003697	-0.120194192
567699		0.560639852	-0.3827131
567709	4798	0.347747284	-0.201195846
567724	333929	0.854481872	0.189194043
567738	23014	0.130412049	0.226605664
567750		0.360151954	-0.136801364
567759	200008	0.871385161	0.147052524
567770		0.259949334	0.227133492
567779	89795	0.019688954	0.396296785
567792	79998	0.211838224	1.616509653
567804	150726	0.983424948	0.010870952
567816		0.599120542	-0.14603243
567822		0.721806237	-0.419632954
567853		0.154575055	-0.261309117
567862	64847	0.795229528	0.201545858
567870	10428	0.585072386	-0.155462475
567879	55187	0.032656726	0.389586681
567886	10466	0.444272443	-0.133688193
567899	2960	0.602684408	-0.095642981
567913	7841	0.16773003	-0.208356661
567923	9644	0.246688412	0.354605589
567931	701	0.215526688	-0.263203315
567938	5287	0.747170531	0.035192235
567943	6096	0.037001216	0.681021098
567956	9170	0.339525995	-0.18213793
567965	10395	0.034517731	-0.267547021
567972	347	0.681880132	0.154356984
567986	51676	0.909032787	0.020962319
568001	5213	0.007985974	-0.597117756
568018	57096	0.729391085	-0.1181343
568032	5948	0.915855771	-0.107548446
568041	27164	0.049089428	-0.379995094
568049	360	0.152075363	-0.929530972
568061	222236	0.339099578	-0.301181968
568084	80852	0.896851145	0.032285424
568094	118881	0.912430028	0.042338439
568110		0.246333226	0.440796923
568123		0.919017947	-0.06572874
568139		1.0	-0.678844841
568152	79841	0.806786436	0.106710763
568158	204962	0.332458802	0.379689076
568162	58508	0.035746063	0.249796638
568170	58513	0.790676077	-0.090074516
568184	4036	0.260014626	-0.252294225
568201	80114	0.548210021	-0.171527971
568208	319089	0.725629042	-0.187522587
568214	57680	0.032996045	-0.340269509
568230	1107	0.16849293	-0.448157506
568254	6751	0.551390452	-0.251591668
568265	488	0.079617932	-0.18922692
568270		0.982989045	0.014853507
568282	4919	0.645705125	-0.087511761
568307	90231	0.910134236	0.019052656
568315	4772	0.533864327	-0.179895707
568323	27030	0.779920604	-0.109680965
568338		0.380946436	0.173246285
568359		1.0	0.462864659
568368	3991	0.233380198	0.278699363
568378	339453	0.479742504	-0.223029714
568392		0.592352794	0.548185103
568408	84886	0.253557613	-0.119316935
568416	7490	0.257737446	-0.372299789
568424	5905	0.044465996	-0.562018121
568432		0.002105366	0.312824886
568454	84448	0.000312772	0.894145436
568464	23414	0.543139042	-0.112991383
568471	84614	1.0	-2.370337439
568482	94160	0.002594957	0.853426413
568505	2794	0.924334921	0.043312546
568512		2.19e-05	1.599400321
568518	4041	0.95053024	-0.019364063
568524	129831	0.035830415	0.794094305
568554	3778	0.273039674	0.170087451
568566	1143	0.005090977	-0.626961279
568584	64599	0.284341113	0.181488134
568595	26150	0.049584682	-0.940284921
568604		0.946516508	-0.071756119
568618	23025	0.145377361	0.551660209
568634	114770	0.178567803	0.871521827
568650		0.545457048	-0.072166869
568661		0.496817484	-0.217502968
568668	4916	0.045697546	0.978739957
568683	8239	0.355672744	0.079548775
568683	8287	0.355672744	0.079548775
568695		0.718171826	0.162367068
568701	80217	0.331308509	0.306840497
568718	1969	0.551450169	0.09226123
568737	6643	0.949052738	0.015881693
568747	119392	0.568627344	-0.356047189
568757	221294	0.184739232	-0.147684291
568761	8672	0.495584416	0.156372395
568775		0.832613687	-0.353857028
568786	646	0.464143755	-0.091742962
568795		0.000283655	-0.4959713
568807	55584	0.476808473	0.631903964
568817	85440	0.026186895	-0.243628007
568830	9825	0.338211046	0.161638896
568838	9748	0.364873302	-0.115665735
568845	57451	0.896397552	0.034083192
568851		0.163385938	-0.53750872
568868	11141	0.005779024	1.00897388
568883		0.634659156	0.100890484
568893	115572	0.974963401	-0.008246997
568904	1938	0.452869189	0.275650328
568911		0.047526782	0.39401028
568926	287	0.224407762	0.177880405
568935	28964	0.632827764	0.063038428
568954	57609	0.000779615	1.467391761
568967	474354	0.514781086	-0.596773692
568982	7399	0.465561822	0.186720055
568996	23414	0.296042308	0.29759762
569005	145741	0.770664462	0.162807599
569005	388125	0.770664462	0.162807599
569014	2678	0.69651548	0.162724896
569030		0.706434735	-0.080581651
569038	886	0.907250005	0.069522246
569045		0.090849203	-0.489222458
569051		0.291599114	-0.192363292
569058		0.021838572	-0.601297231
569072	170506	0.333667813	0.140771667
569077		0.45343008	0.574114791
569088		0.277816609	0.252458074
569093	84460	0.316200492	-0.25716618
569099	11174	0.09655954	0.419651499
569109	1628	0.474516936	-0.396484327
569122	148398	0.022493342	-0.591121994
569128		0.718604593	-0.132565275
569134		0.411323369	-0.448635855
569147	27346	0.007726902	-0.625265482
569167	93035	0.275283391	-0.745737761
569180		0.05060004	0.477651034
569192	91833	0.978559752	-0.009423943
569202		0.416360355	0.128731064
569212	9895	0.760608583	0.103998461
569226	3654	0.576722384	0.102132294
569234	54540	0.000117295	-0.511872762
569245		0.056208653	-0.35223536
569257		0.600858959	0.358093503
569265		0.009278861	1.117357101
569277	7403	0.005654286	-0.245193721
569294	23186	3.37e-05	-0.463135899
569321	7182	0.040102577	-0.289093124
569338	347735	0.780901978	0.052911694
569357	55664	0.392066498	-0.17656818
569363	7173	0.365100335	0.754243694
569381	10562	0.339402505	-0.667754777
569389		0.01562284	1.154070726
569394	147700	0.765952385	0.099034563
569404	8572	0.000742646	0.763072794
569420	7473	0.568627344	-0.27183126
569432	8812	0.037001216	0.407584981
569441		0.1109388	0.474804044
569462	11284	0.933022	-0.134296713
569468	64216	0.023144259	-0.365901544
569482	54949	0.513004084	-0.509515014
569498	3763	0.499111634	-0.153728454
569507	64754	0.509772811	0.235473772
569525	3981	0.456942683	-0.170868798
569532	25978	0.299138312	-1.222207435
569543	57724	3.97e-06	1.183271093
569550	1907	0.058676195	0.547842662
569561	115557	0.258604113	-0.273321125
569568		0.081636023	1.099553362
569577		0.172784724	0.270202406
569583		0.426302443	-0.274272327
569604		0.892254282	-0.231146221
569616		0.942525159	-0.053661604
569632	729515	0.946497451	0.026013206
569656	29068	0.017799724	0.653225843
569665	149420	0.37398639	0.192805829
569678		0.001296275	1.702364931
569688	80975	0.141958595	0.4402864
569698	5602	0.004338594	0.420088246
569718		0.07997224	0.504073536
569734	2687	0.769109631	-0.065020114
569742		0.111348132	0.201513446
569756	57528	0.345709512	-0.454679963
569773	7704	0.001881514	1.164598421
569795	1106	0.712804361	-0.043135759
569823	79809	0.020038178	-0.404634146
569837		0.139372555	-0.198527318
569855	10369	0.192613841	-0.393688304
569866		0.522138797	-0.500074039
569877	7155	0.652688186	0.046798136
569894	54458	0.082060575	-0.590917598
569905	80128	0.567328154	0.163444826
569930		0.541424966	-0.262349992
569944		0.037773043	-0.461628851
569958		0.171819445	0.364307978
569975		0.547224576	0.103246687
569989	763	0.632827764	-0.095073366
570003	11249	0.162105078	0.324050026
570015		0.822559721	-0.19292134
570027	11270	0.000550974	-1.094124763
570038		1.0	0.648283414
570062	23397	0.032247239	0.491819301
570076	4326	0.005082943	0.765662351
570094	9143	0.110105371	0.274978486
570112	619189	0.946516508	0.03073183
570133	128876	0.000196839	1.754493073
570145	728276	0.893362757	-0.060514712
570159	8645	0.016096613	1.160362029
570188	3751	0.317823692	0.35150566
570205	57461	0.650796133	-0.059812491
570222	5364	0.092594897	0.279076935
570238	2353	0.365534891	-0.360004353
570245	6261	0.00739033	0.316497206
570258	122953	0.242403038	0.493190715
570268	734	0.864151732	0.082765447
570283	222962	0.069999162	0.462166872
570305		0.524335435	0.111929052
570320	80821	0.092407546	-1.544678192
570351	10785	0.763088956	0.070879421
570366	415117	0.265734074	-1.467872208
570393	51361	0.501209269	0.112526009
570418	27122	0.364067696	-0.248578452
570432	158830	0.268460231	0.977015212
570444		0.708794109	0.279069165
570456	91543	1.0	-0.803455295
570467	23431	0.703127615	0.090102591
570479	221150	0.073565649	-0.487744416
570493	2903	0.953245832	0.025569483
570508		0.200591709	-1.117331048
570526		0.227084117	0.358627813
570542	57559	0.323434146	-0.204865772
570565	146429	0.012855968	-0.353276507
570575		0.362797164	0.201420199
570586	84437	0.009686061	1.049601935
570606	23038	0.017401176	-0.375117374
570626	23166	0.010300446	0.541236296
570640		0.105213779	-0.245573292
570651		0.946504363	-0.025453303
570656		0.409302699	0.199809503
570677	2046	0.730202942	-0.091000322
570694		0.904793557	0.122873281
570702		0.970042436	-0.027105904
570723		0.550168474	-0.275771335
570738		0.001390382	0.656506871
570761	51422	0.002732818	-0.397549931
570771	10749	0.065910959	0.370968579
570782	79157	0.200275865	0.383717453
570807		0.071277019	0.453575449
570828		0.357071405	0.299478293
570842		0.719855881	-0.104254509
570865	343637	0.876142415	0.146200523
570873		0.850356813	0.106611831
570900	25836	0.497306244	-0.10917072
570907	5873	0.71810641	0.113175448
570926	84445	0.489888385	-0.362945692
570945	23225	0.676300027	0.048778527
570960	5087	0.029367628	0.840857701
570991		0.952800001	0.033067543
571003		0.470946158	0.320351966
571031	23365	0.248524744	-0.114687313
571044	79751	2.11e-05	0.967398737
571066		0.871197006	-0.066108305
571092		0.195816167	-0.82027405
571123		0.758817765	-0.092805002
571144	55157	0.392694623	0.148789995
571158	9923	0.766253946	0.091637094
571189	8647	0.055744355	0.762002123
571217	8784	0.394904071	-0.68600672
571240		0.760372047	0.401149774
571252	8728	0.723624233	0.051819723
571263	97	0.796953213	0.157366394
571281		0.076178957	1.222848956
571290		0.062103896	0.222473826
571317	7059	0.010412628	-0.314370351
571338	83873	0.32851681	-0.206090438
571349	152330	0.197994562	-0.338771428
571365		0.022897285	0.747896243
571377		0.058129903	1.834987786
571389		1.0	-0.638792596
571403	55893	0.944230193	-0.021048571
571422		0.295894613	-0.302437677
571430		0.516215206	0.228971651
571445	91304	0.267077481	0.125949873
571463	64748	0.339561253	0.375723281
571482		0.626955726	0.20289969
571487	64005	0.497182567	0.479102824
571507		0.284960637	-0.323633851
571520	23303	0.096680833	0.19350697
571547		0.004169476	-0.589578721
571576		0.105582458	0.705232459
571588	7006	0.956687947	0.023350847
571611		0.818294116	0.060882116
571633	5029	0.837318645	-0.210068745
571648	51069	0.170624279	-1.372511314
571664	23105	0.138643079	0.438580092
571688	80005	2.6e-05	1.669077953
571702	23176	0.07050063	0.433332631
571720		0.163433163	-0.190257526
571741	56977	0.630131054	0.068343687
571755		0.373049606	0.65672902
571767		0.004541908	-0.683373212
571774		0.800205026	-0.081323841
571792		0.170185727	0.287746696
571817		1.0	1.049909392
571830	390928	0.493405044	-0.216072597
571837		0.014136423	-0.420109369
571850	55586	0.796503221	0.074648485
571869		0.895516823	-0.056741349
571877		0.000146787	-1.169297518
571891		0.673836184	0.106134861
571908		0.404993832	0.191856345
571919	9858	0.958750358	-0.013955876
571937		0.960301043	-0.026295576
571948		0.056466366	-0.607884509
571961	54977	0.000165647	-0.610139043
571986		0.010061877	0.839672884
571996		0.489113036	0.205071179
572002	26059	0.023826671	1.060121607
572019	148641	0.93538925	0.076335767
572029	79572	1.7e-05	1.702723324
572042	204851	0.060116619	0.775587921
572060	83452	0.035340151	0.681219858
572077	4330	0.631259136	-0.082188203
572109		0.987969658	-0.011121238
572143		0.007967927	1.232204638
572157		0.288454597	-0.829539087
572173	5546	0.014436831	-0.352617971
572194	91147	0.002001923	-0.557663122
572204		0.492160445	-0.163736834
572217		0.926747447	-0.050990533
572231	5203	0.013469748	-0.763155651
572245	124056	0.623110819	-0.222317409
572251	494470	0.37830003	-0.177938386
572297		0.422723191	-0.371039722
572325		0.137056256	-0.247587205
572344		0.001881514	0.293851317
572364	131149	0.300951496	0.377115195
572370	8452	5.52e-07	-0.613079877
572412		0.268792507	0.373394093
572430	57531	0.692486473	0.108625169
572452	649	0.000972182	-0.522852509
572469	5292	3.18e-05	-0.641010374
572485		0.198043371	0.293110382
572527	57167	0.565202191	0.074119455
572542	3836	0.584140315	0.083302073
572623		0.68487254	-0.127628952
572679	10285	0.008855665	0.525392597
572733	5224	0.154855536	-0.472737451
572849	51111	0.06430876	-0.493957493
572992	80004	0.804994424	-0.152983854
573047	51690	0.263400705	-0.275459401
573107	56984	0.781174844	-0.102622569
573122	84790	0.411308443	-0.26392095
573216	7846	0.030990205	-0.432208866
573354	3982	0.492255787	0.208061767
573378	94031	0.85933875	-0.067457157
573492	64121	0.117992517	-0.365505828
573653		0.270829754	0.545839614
573723	37	0.179681733	-0.161616077
573988	56992	2.91e-05	-0.561942842
573993	128637	0.503167885	0.152306635
573998	11266	0.721511091	0.120576049
574004	4635	0.055621561	-0.482324063
574421	60491	0.087986652	-0.44621208
574425		0.058326594	-0.521853671
57922	11189	0.066387116	0.196596016
57926	54328	0.446884723	0.13754794
57934	60	0.297485683	-0.249512813
57957	9057	0.477339986	0.146610387
58003	51466	0.31736251	-0.134679323
58022	841	0.873979214	-0.055914232
58027	10418	0.890819907	-0.053550439
58032	1906	0.621022238	-0.189283233
58040	6710	0.017791055	0.308869836
58045	3223	0.914431439	-0.026894237
58049	3200	0.185078082	-0.287579158
58056		0.163947919	0.223795675
58062	3228	0.674088693	0.177976338
58068	5091	0.194545076	0.238013164
58074	1638	0.00043133	-0.755766832
58081	581	0.628547658	0.101684012
58089	26133	0.107562527	0.241627295
58094		0.843908359	0.096516494
58100	572	0.660015134	0.366696094
58108	2495	0.048759586	0.37523641
58113	972	0.119375567	-1.523534408
58118	627	0.002153465	0.560808048
58123	3297	0.042604726	0.265050669
58128	2173	0.516435338	-0.265409666
58133	4803	0.770664462	0.208944702
58138	5087	0.004385711	0.818349034
58143		0.039178408	0.446284892
58149		0.387789291	-0.422842004
58153	30061	0.297906401	0.12963638
594863		0.002163383	0.625282328
60636	5079	4.89e-05	1.499237508
60640	1588	0.192500651	-1.170318017
60649		0.548917489	-0.830009434
60658	4842	0.947409623	0.029160114
606627		0.534482009	0.862212089
